"GEO_ID","NAME","P5_001N","P5_002N","P5_003N","P5_004N","P5_005N","P5_006N","P5_007N","P5_008N","P5_009N","P5_010N",
"1500000US150010210111","Block Group 1, Census Tract 210.11, Hawaii County, Hawaii","0","0","0","0","0","0","0","0","0","0",
"1500000US150010210112","Block Group 2, Census Tract 210.11, Hawaii County, Hawaii","0","0","0","0","0","0","0","0","0","0",
"1500000US150010210113","Block Group 3, Census Tract 210.11, Hawaii County, Hawaii","0","0","0","0","0","0","0","0","0","0",
"1500000US150010210131","Block Group 1, Census Tract 210.13, Hawaii County, Hawaii","13","0","0","0","0","0","13","0","0","13",
"1500000US150010210132","Block Group 2, Census Tract 210.13, Hawaii County, Hawaii","0","0","0","0","0","0","0","0","0","0",
"1500000US150010210133","Block Group 3, Census Tract 210.13, Hawaii County, Hawaii","11","11","0","0","11","0","0","0","0","0",
"1500000US150010210141","Block Group 1, Census Tract 210.14, Hawaii County, Hawaii","0","0","0","0","0","0","0","0","0","0",
"1500000US150010210142","Block Group 2, Census Tract 210.14, Hawaii County, Hawaii","0","0","0","0","0","0","0","0","0","0",
"1500000US150010210143","Block Group 3, Census Tract 210.14, Hawaii County, Hawaii","31","0","0","0","0","0","31","0","0","31",
"1500000US150010210151","Block Group 1, Census Tract 210.15, Hawaii County, Hawaii","0","0","0","0","0","0","0","0","0","0",
"1500000US150010210152","Block Group 2, Census Tract 210.15, Hawaii County, Hawaii","0","0","0","0","0","0","0","0","0","0",
"1500000US150010210161","Block Group 1, Census Tract 210.16, Hawaii County, Hawaii","0","0","0","0","0","0","0","0","0","0",
"1500000US150010210162","Block Group 2, Census Tract 210.16, Hawaii County, Hawaii","0","0","0","0","0","0","0","0","0","0",
"1500000US150010210163","Block Group 3, Census Tract 210.16, Hawaii County, Hawaii","0","0","0","0","0","0","0","0","0","0",
"1500000US150010210171","Block Group 1, Census Tract 210.17, Hawaii County, Hawaii","0","0","0","0","0","0","0","0","0","0",
"1500000US150010210172","Block Group 2, Census Tract 210.17, Hawaii County, Hawaii","0","0","0","0","0","0","0","0","0","0",
"1500000US150010210173","Block Group 3, Census Tract 210.17, Hawaii County, Hawaii","0","0","0","0","0","0","0","0","0","0",
"1500000US150010211011","Block Group 1, Census Tract 211.01, Hawaii County, Hawaii","10","0","0","0","0","0","10","0","0","10",
"1500000US150010211012","Block Group 2, Census Tract 211.01, Hawaii County, Hawaii","0","0","0","0","0","0","0","0","0","0",
"1500000US150010211013","Block Group 3, Census Tract 211.01, Hawaii County, Hawaii","0","0","0","0","0","0","0","0","0","0",
"1500000US150010211071","Block Group 1, Census Tract 211.07, Hawaii County, Hawaii","29","0","0","0","0","0","29","0","0","29",
"1500000US150010211081","Block Group 1, Census Tract 211.08, Hawaii County, Hawaii","0","0","0","0","0","0","0","0","0","0",
"1500000US150010211082","Block Group 2, Census Tract 211.08, Hawaii County, Hawaii","22","0","0","0","0","0","22","0","0","22",
"1500000US150010211083","Block Group 3, Census Tract 211.08, Hawaii County, Hawaii","0","0","0","0","0","0","0","0","0","0",
"1500000US150010212031","Block Group 1, Census Tract 212.03, Hawaii County, Hawaii","34","11","0","0","11","0","23","0","0","23",
"1500000US150010212032","Block Group 2, Census Tract 212.03, Hawaii County, Hawaii","0","0","0","0","0","0","0","0","0","0",
"1500000US150010212033","Block Group 3, Census Tract 212.03, Hawaii County, Hawaii","0","0","0","0","0","0","0","0","0","0",
"1500000US150010212034","Block Group 4, Census Tract 212.03, Hawaii County, Hawaii","0","0","0","0","0","0","0","0","0","0",
"1500000US150010212041","Block Group 1, Census Tract 212.04, Hawaii County, Hawaii","0","0","0","0","0","0","0","0","0","0",
"1500000US150010212042","Block Group 2, Census Tract 212.04, Hawaii County, Hawaii","0","0","0","0","0","0","0","0","0","0",
"1500000US150010212043","Block Group 3, Census Tract 212.04, Hawaii County, Hawaii","16","0","0","0","0","0","16","0","0","16",
"1500000US150010213001","Block Group 1, Census Tract 213, Hawaii County, Hawaii","0","0","0","0","0","0","0","0","0","0",
"1500000US150010213002","Block Group 2, Census Tract 213, Hawaii County, Hawaii","0","0","0","0","0","0","0","0","0","0",
"1500000US150010213003","Block Group 3, Census Tract 213, Hawaii County, Hawaii","29","0","0","0","0","0","29","0","0","29",
"1500000US150010213004","Block Group 4, Census Tract 213, Hawaii County, Hawaii","0","0","0","0","0","0","0","0","0","0",
"1500000US150010214021","Block Group 1, Census Tract 214.02, Hawaii County, Hawaii","19","0","0","0","0","0","19","0","0","19",
"1500000US150010214022","Block Group 2, Census Tract 214.02, Hawaii County, Hawaii","12","0","0","0","0","0","12","12","0","0",
"1500000US150010215021","Block Group 1, Census Tract 215.02, Hawaii County, Hawaii","16","10","0","0","10","0","6","0","0","6",
"1500000US150010215022","Block Group 2, Census Tract 215.02, Hawaii County, Hawaii","0","0","0","0","0","0","0","0","0","0",
"1500000US150010215023","Block Group 3, Census Tract 215.02, Hawaii County, Hawaii","3","0","0","0","0","0","3","0","0","3",
"1500000US150010215041","Block Group 1, Census Tract 215.04, Hawaii County, Hawaii","17","0","0","0","0","0","17","0","0","17",
"1500000US150010215042","Block Group 2, Census Tract 215.04, Hawaii County, Hawaii","72","0","0","0","0","0","72","0","0","72",
"1500000US150010215101","Block Group 1, Census Tract 215.10, Hawaii County, Hawaii","3","0","0","0","0","0","3","0","0","3",
"1500000US150010215102","Block Group 2, Census Tract 215.10, Hawaii County, Hawaii","20","0","0","0","0","0","20","0","0","20",
"1500000US150010215103","Block Group 3, Census Tract 215.10, Hawaii County, Hawaii","0","0","0","0","0","0","0","0","0","0",
"1500000US150010215104","Block Group 4, Census Tract 215.10, Hawaii County, Hawaii","6","0","0","0","0","0","6","0","0","6",
"1500000US150010215111","Block Group 1, Census Tract 215.11, Hawaii County, Hawaii","16","0","0","0","0","0","16","0","0","16",
"1500000US150010215121","Block Group 1, Census Tract 215.12, Hawaii County, Hawaii","0","0","0","0","0","0","0","0","0","0",
"1500000US150010215122","Block Group 2, Census Tract 215.12, Hawaii County, Hawaii","23","0","0","0","0","0","23","0","0","23",
"1500000US150010215131","Block Group 1, Census Tract 215.13, Hawaii County, Hawaii","0","0","0","0","0","0","0","0","0","0",
"1500000US150010215132","Block Group 2, Census Tract 215.13, Hawaii County, Hawaii","11","1","0","0","1","0","10","0","0","10",
"1500000US150010215133","Block Group 3, Census Tract 215.13, Hawaii County, Hawaii","0","0","0","0","0","0","0","0","0","0",
"1500000US150010216051","Block Group 1, Census Tract 216.05, Hawaii County, Hawaii","0","0","0","0","0","0","0","0","0","0",
"1500000US150010216052","Block Group 2, Census Tract 216.05, Hawaii County, Hawaii","17","0","0","0","0","0","17","0","0","17",
"1500000US150010216053","Block Group 3, Census Tract 216.05, Hawaii County, Hawaii","118","0","0","0","0","0","118","21","0","97",
"1500000US150010216061","Block Group 1, Census Tract 216.06, Hawaii County, Hawaii","94","42","0","42","0","0","52","52","0","0",
"1500000US150010216062","Block Group 2, Census Tract 216.06, Hawaii County, Hawaii","0","0","0","0","0","0","0","0","0","0",
"1500000US150010216071","Block Group 1, Census Tract 216.07, Hawaii County, Hawaii","0","0","0","0","0","0","0","0","0","0",
"1500000US150010216072","Block Group 2, Census Tract 216.07, Hawaii County, Hawaii","16","0","0","0","0","0","16","0","0","16",
"1500000US150010216073","Block Group 3, Census Tract 216.07, Hawaii County, Hawaii","0","0","0","0","0","0","0","0","0","0",
"1500000US150010216081","Block Group 1, Census Tract 216.08, Hawaii County, Hawaii","0","0","0","0","0","0","0","0","0","0",
"1500000US150010216082","Block Group 2, Census Tract 216.08, Hawaii County, Hawaii","0","0","0","0","0","0","0","0","0","0",
"1500000US150010216083","Block Group 3, Census Tract 216.08, Hawaii County, Hawaii","19","0","0","0","0","0","19","0","0","19",
"1500000US150010216084","Block Group 4, Census Tract 216.08, Hawaii County, Hawaii","0","0","0","0","0","0","0","0","0","0",
"1500000US150010217051","Block Group 1, Census Tract 217.05, Hawaii County, Hawaii","0","0","0","0","0","0","0","0","0","0",
"1500000US150010217052","Block Group 2, Census Tract 217.05, Hawaii County, Hawaii","59","0","0","0","0","0","59","0","0","59",
"1500000US150010217053","Block Group 3, Census Tract 217.05, Hawaii County, Hawaii","0","0","0","0","0","0","0","0","0","0",
"1500000US150010217061","Block Group 1, Census Tract 217.06, Hawaii County, Hawaii","0","0","0","0","0","0","0","0","0","0",
"1500000US150010217062","Block Group 2, Census Tract 217.06, Hawaii County, Hawaii","0","0","0","0","0","0","0","0","0","0",
"1500000US150010217071","Block Group 1, Census Tract 217.07, Hawaii County, Hawaii","0","0","0","0","0","0","0","0","0","0",
"1500000US150010217072","Block Group 2, Census Tract 217.07, Hawaii County, Hawaii","0","0","0","0","0","0","0","0","0","0",
"1500000US150010217073","Block Group 3, Census Tract 217.07, Hawaii County, Hawaii","0","0","0","0","0","0","0","0","0","0",
"1500000US150010217081","Block Group 1, Census Tract 217.08, Hawaii County, Hawaii","0","0","0","0","0","0","0","0","0","0",
"1500000US150010217082","Block Group 2, Census Tract 217.08, Hawaii County, Hawaii","0","0","0","0","0","0","0","0","0","0",
"1500000US150010217083","Block Group 3, Census Tract 217.08, Hawaii County, Hawaii","0","0","0","0","0","0","0","0","0","0",
"1500000US150010218001","Block Group 1, Census Tract 218, Hawaii County, Hawaii","0","0","0","0","0","0","0","0","0","0",
"1500000US150010218002","Block Group 2, Census Tract 218, Hawaii County, Hawaii","13","0","0","0","0","0","13","0","0","13",
"1500000US150010218003","Block Group 3, Census Tract 218, Hawaii County, Hawaii","28","28","0","0","28","0","0","0","0","0",
"1500000US150010218004","Block Group 4, Census Tract 218, Hawaii County, Hawaii","6","0","0","0","0","0","6","0","0","6",
"1500000US150010219021","Block Group 1, Census Tract 219.02, Hawaii County, Hawaii","0","0","0","0","0","0","0","0","0","0",
"1500000US150010219022","Block Group 2, Census Tract 219.02, Hawaii County, Hawaii","58","58","0","0","58","0","0","0","0","0",
"1500000US150010219023","Block Group 3, Census Tract 219.02, Hawaii County, Hawaii","5","0","0","0","0","0","5","0","0","5",
"1500000US150010220001","Block Group 1, Census Tract 220, Hawaii County, Hawaii","0","0","0","0","0","0","0","0","0","0",
"1500000US150010220002","Block Group 2, Census Tract 220, Hawaii County, Hawaii","0","0","0","0","0","0","0","0","0","0",
"1500000US150010221021","Block Group 1, Census Tract 221.02, Hawaii County, Hawaii","0","0","0","0","0","0","0","0","0","0",
"1500000US150010221022","Block Group 2, Census Tract 221.02, Hawaii County, Hawaii","0","0","0","0","0","0","0","0","0","0",
"1500000US150019900000","Block Group 0, Census Tract 9900, Hawaii County, Hawaii","0","0","0","0","0","0","0","0","0","0",
"1500000US150019901000","Block Group 0, Census Tract 9901, Hawaii County, Hawaii","0","0","0","0","0","0","0","0","0","0",
"1500000US150019903000","Block Group 0, Census Tract 9903, Hawaii County, Hawaii","0","0","0","0","0","0","0","0","0","0",
"1500000US150019904000","Block Group 0, Census Tract 9904, Hawaii County, Hawaii","0","0","0","0","0","0","0","0","0","0",
"1500000US150019905000","Block Group 0, Census Tract 9905, Hawaii County, Hawaii","0","0","0","0","0","0","0","0","0","0",
"1500000US150019906000","Block Group 0, Census Tract 9906, Hawaii County, Hawaii","0","0","0","0","0","0","0","0","0","0",
"1500000US150019907000","Block Group 0, Census Tract 9907, Hawaii County, Hawaii","0","0","0","0","0","0","0","0","0","0",
"1500000US150019908000","Block Group 0, Census Tract 9908, Hawaii County, Hawaii","0","0","0","0","0","0","0","0","0","0",
"1500000US150019909000","Block Group 0, Census Tract 9909, Hawaii County, Hawaii","0","0","0","0","0","0","0","0","0","0",
"1500000US150019910000","Block Group 0, Census Tract 9910, Hawaii County, Hawaii","0","0","0","0","0","0","0","0","0","0",
"1500000US150019911000","Block Group 0, Census Tract 9911, Hawaii County, Hawaii","0","0","0","0","0","0","0","0","0","0",
"1500000US150019912000","Block Group 0, Census Tract 9912, Hawaii County, Hawaii","0","0","0","0","0","0","0","0","0","0",
"1500000US150019913000","Block Group 0, Census Tract 9913, Hawaii County, Hawaii","0","0","0","0","0","0","0","0","0","0",
"1500000US150019914000","Block Group 0, Census Tract 9914, Hawaii County, Hawaii","0","0","0","0","0","0","0","0","0","0",
"1500000US150019915000","Block Group 0, Census Tract 9915, Hawaii County, Hawaii","0","0","0","0","0","0","0","0","0","0",
"1500000US150019916000","Block Group 0, Census Tract 9916, Hawaii County, Hawaii","0","0","0","0","0","0","0","0","0","0",
"1500000US150019917000","Block Group 0, Census Tract 9917, Hawaii County, Hawaii","0","0","0","0","0","0","0","0","0","0",
"1500000US150030001071","Block Group 1, Census Tract 1.07, Honolulu County, Hawaii","0","0","0","0","0","0","0","0","0","0",
"1500000US150030001072","Block Group 2, Census Tract 1.07, Honolulu County, Hawaii","0","0","0","0","0","0","0","0","0","0",
"1500000US150030001081","Block Group 1, Census Tract 1.08, Honolulu County, Hawaii","7","0","0","0","0","0","7","0","0","7",
"1500000US150030001082","Block Group 2, Census Tract 1.08, Honolulu County, Hawaii","0","0","0","0","0","0","0","0","0","0",
"1500000US150030001083","Block Group 3, Census Tract 1.08, Honolulu County, Hawaii","0","0","0","0","0","0","0","0","0","0",
"1500000US150030001101","Block Group 1, Census Tract 1.10, Honolulu County, Hawaii","0","0","0","0","0","0","0","0","0","0",
"1500000US150030001102","Block Group 2, Census Tract 1.10, Honolulu County, Hawaii","7","0","0","0","0","0","7","0","0","7",
"1500000US150030001103","Block Group 3, Census Tract 1.10, Honolulu County, Hawaii","5","5","0","0","5","0","0","0","0","0",
"1500000US150030001104","Block Group 4, Census Tract 1.10, Honolulu County, Hawaii","0","0","0","0","0","0","0","0","0","0",
"1500000US150030001141","Block Group 1, Census Tract 1.14, Honolulu County, Hawaii","0","0","0","0","0","0","0","0","0","0",
"1500000US150030001142","Block Group 2, Census Tract 1.14, Honolulu County, Hawaii","5","0","0","0","0","0","5","0","0","5",
"1500000US150030001151","Block Group 1, Census Tract 1.15, Honolulu County, Hawaii","245","0","0","0","0","0","245","0","0","245",
"1500000US150030001152","Block Group 2, Census Tract 1.15, Honolulu County, Hawaii","0","0","0","0","0","0","0","0","0","0",
"1500000US150030001153","Block Group 3, Census Tract 1.15, Honolulu County, Hawaii","0","0","0","0","0","0","0","0","0","0",
"1500000US150030001161","Block Group 1, Census Tract 1.16, Honolulu County, Hawaii","0","0","0","0","0","0","0","0","0","0",
"1500000US150030001171","Block Group 1, Census Tract 1.17, Honolulu County, Hawaii","0","0","0","0","0","0","0","0","0","0",
"1500000US150030001181","Block Group 1, Census Tract 1.18, Honolulu County, Hawaii","0","0","0","0","0","0","0","0","0","0",
"1500000US150030001191","Block Group 1, Census Tract 1.19, Honolulu County, Hawaii","6","0","0","0","0","0","6","0","0","6",
"1500000US150030001192","Block Group 2, Census Tract 1.19, Honolulu County, Hawaii","0","0","0","0","0","0","0","0","0","0",
"1500000US150030001193","Block Group 3, Census Tract 1.19, Honolulu County, Hawaii","0","0","0","0","0","0","0","0","0","0",
"1500000US150030001201","Block Group 1, Census Tract 1.20, Honolulu County, Hawaii","0","0","0","0","0","0","0","0","0","0",
"1500000US150030001202","Block Group 2, Census Tract 1.20, Honolulu County, Hawaii","1","0","0","0","0","0","1","0","0","1",
"1500000US150030001203","Block Group 3, Census Tract 1.20, Honolulu County, Hawaii","6","0","0","0","0","0","6","0","0","6",
"1500000US150030001211","Block Group 1, Census Tract 1.21, Honolulu County, Hawaii","0","0","0","0","0","0","0","0","0","0",
"1500000US150030001212","Block Group 2, Census Tract 1.21, Honolulu County, Hawaii","0","0","0","0","0","0","0","0","0","0",
"1500000US150030001221","Block Group 1, Census Tract 1.22, Honolulu County, Hawaii","0","0","0","0","0","0","0","0","0","0",
"1500000US150030001222","Block Group 2, Census Tract 1.22, Honolulu County, Hawaii","0","0","0","0","0","0","0","0","0","0",
"1500000US150030001223","Block Group 3, Census Tract 1.22, Honolulu County, Hawaii","36","0","0","0","0","0","36","0","0","36",
"1500000US150030002001","Block Group 1, Census Tract 2, Honolulu County, Hawaii","43","35","0","0","35","0","8","0","0","8",
"1500000US150030002002","Block Group 2, Census Tract 2, Honolulu County, Hawaii","0","0","0","0","0","0","0","0","0","0",
"1500000US150030002003","Block Group 3, Census Tract 2, Honolulu County, Hawaii","6","0","0","0","0","0","6","0","0","6",
"1500000US150030002004","Block Group 4, Census Tract 2, Honolulu County, Hawaii","0","0","0","0","0","0","0","0","0","0",
"1500000US150030002005","Block Group 5, Census Tract 2, Honolulu County, Hawaii","0","0","0","0","0","0","0","0","0","0",
"1500000US150030002006","Block Group 6, Census Tract 2, Honolulu County, Hawaii","4","4","0","0","4","0","0","0","0","0",
"1500000US150030003011","Block Group 1, Census Tract 3.01, Honolulu County, Hawaii","0","0","0","0","0","0","0","0","0","0",
"1500000US150030003012","Block Group 2, Census Tract 3.01, Honolulu County, Hawaii","0","0","0","0","0","0","0","0","0","0",
"1500000US150030003021","Block Group 1, Census Tract 3.02, Honolulu County, Hawaii","0","0","0","0","0","0","0","0","0","0",
"1500000US150030003022","Block Group 2, Census Tract 3.02, Honolulu County, Hawaii","11","0","0","0","0","0","11","0","0","11",
"1500000US150030004011","Block Group 1, Census Tract 4.01, Honolulu County, Hawaii","113","104","0","0","104","0","9","0","0","9",
"1500000US150030004012","Block Group 2, Census Tract 4.01, Honolulu County, Hawaii","0","0","0","0","0","0","0","0","0","0",
"1500000US150030004021","Block Group 1, Census Tract 4.02, Honolulu County, Hawaii","0","0","0","0","0","0","0","0","0","0",
"1500000US150030004022","Block Group 2, Census Tract 4.02, Honolulu County, Hawaii","0","0","0","0","0","0","0","0","0","0",
"1500000US150030004023","Block Group 3, Census Tract 4.02, Honolulu County, Hawaii","0","0","0","0","0","0","0","0","0","0",
"1500000US150030005001","Block Group 1, Census Tract 5, Honolulu County, Hawaii","27","0","0","0","0","0","27","0","0","27",
"1500000US150030005002","Block Group 2, Census Tract 5, Honolulu County, Hawaii","5","0","0","0","0","0","5","0","0","5",
"1500000US150030005003","Block Group 3, Census Tract 5, Honolulu County, Hawaii","0","0","0","0","0","0","0","0","0","0",
"1500000US150030005004","Block Group 4, Census Tract 5, Honolulu County, Hawaii","0","0","0","0","0","0","0","0","0","0",
"1500000US150030005005","Block Group 5, Census Tract 5, Honolulu County, Hawaii","22","0","0","0","0","0","22","0","0","22",
"1500000US150030006001","Block Group 1, Census Tract 6, Honolulu County, Hawaii","21","0","0","0","0","0","21","0","0","21",
"1500000US150030006002","Block Group 2, Census Tract 6, Honolulu County, Hawaii","13","0","0","0","0","0","13","0","0","13",
"1500000US150030007001","Block Group 1, Census Tract 7, Honolulu County, Hawaii","12","0","0","0","0","0","12","0","0","12",
"1500000US150030007002","Block Group 2, Census Tract 7, Honolulu County, Hawaii","12","0","0","0","0","0","12","0","0","12",
"1500000US150030007003","Block Group 3, Census Tract 7, Honolulu County, Hawaii","50","0","0","0","0","0","50","0","0","50",
"1500000US150030007004","Block Group 4, Census Tract 7, Honolulu County, Hawaii","0","0","0","0","0","0","0","0","0","0",
"1500000US150030008001","Block Group 1, Census Tract 8, Honolulu County, Hawaii","24","13","0","0","13","0","11","0","0","11",
"1500000US150030008002","Block Group 2, Census Tract 8, Honolulu County, Hawaii","6","0","0","0","0","0","6","0","0","6",
"1500000US150030008003","Block Group 3, Census Tract 8, Honolulu County, Hawaii","104","98","0","0","98","0","6","0","0","6",
"1500000US150030009011","Block Group 1, Census Tract 9.01, Honolulu County, Hawaii","0","0","0","0","0","0","0","0","0","0",
"1500000US150030009012","Block Group 2, Census Tract 9.01, Honolulu County, Hawaii","353","338","0","0","338","0","15","0","0","15",
"1500000US150030009031","Block Group 1, Census Tract 9.03, Honolulu County, Hawaii","7","0","0","0","0","0","7","0","0","7",
"1500000US150030009032","Block Group 2, Census Tract 9.03, Honolulu County, Hawaii","0","0","0","0","0","0","0","0","0","0",
"1500000US150030009041","Block Group 1, Census Tract 9.04, Honolulu County, Hawaii","0","0","0","0","0","0","0","0","0","0",
"1500000US150030009051","Block Group 1, Census Tract 9.05, Honolulu County, Hawaii","80","80","0","0","80","0","0","0","0","0",
"1500000US150030009052","Block Group 2, Census Tract 9.05, Honolulu County, Hawaii","27","0","0","0","0","0","27","0","0","27",
"1500000US150030010001","Block Group 1, Census Tract 10, Honolulu County, Hawaii","130","101","0","0","100","1","29","0","0","29",
"1500000US150030010002","Block Group 2, Census Tract 10, Honolulu County, Hawaii","17","0","0","0","0","0","17","0","0","17",
"1500000US150030011011","Block Group 1, Census Tract 11.01, Honolulu County, Hawaii","0","0","0","0","0","0","0","0","0","0",
"1500000US150030011012","Block Group 2, Census Tract 11.01, Honolulu County, Hawaii","0","0","0","0","0","0","0","0","0","0",
"1500000US150030011021","Block Group 1, Census Tract 11.02, Honolulu County, Hawaii","9","0","0","0","0","0","9","0","0","9",
"1500000US150030011022","Block Group 2, Census Tract 11.02, Honolulu County, Hawaii","0","0","0","0","0","0","0","0","0","0",
"1500000US150030012011","Block Group 1, Census Tract 12.01, Honolulu County, Hawaii","7","0","0","0","0","0","7","0","0","7",
"1500000US150030012012","Block Group 2, Census Tract 12.01, Honolulu County, Hawaii","0","0","0","0","0","0","0","0","0","0",
"1500000US150030012021","Block Group 1, Census Tract 12.02, Honolulu County, Hawaii","0","0","0","0","0","0","0","0","0","0",
"1500000US150030012022","Block Group 2, Census Tract 12.02, Honolulu County, Hawaii","0","0","0","0","0","0","0","0","0","0",
"1500000US150030013001","Block Group 1, Census Tract 13, Honolulu County, Hawaii","8","0","0","0","0","0","8","0","0","8",
"1500000US150030013002","Block Group 2, Census Tract 13, Honolulu County, Hawaii","40","16","0","0","16","0","24","0","0","24",
"1500000US150030013003","Block Group 3, Census Tract 13, Honolulu County, Hawaii","17","0","0","0","0","0","17","0","0","17",
